Date;username;name;tweet;replies_count;retweets_count;likes_count
2022-11-11 06:08:41 SE Asia Standard Time;dappchap;DappChap;"Brain Exercises for Men: 4 Ways to Increase Mental Strength  &gt;&gt;  https://t.co/8y4eOVKNcf  #mentalhealth #mentalstrength";0;0;0
2022-11-11 06:08:37 SE Asia Standard Time;akmalirham96;Akmal Irham ????;Nope. Mental health is far more important than promo card;0;0;0
2022-11-11 06:08:35 SE Asia Standard Time;identityyouthmd;Identity;"Black &amp; Brown parents shared emotional stories of bullying &amp; the mental health epidemic in schools &amp; community last night w/ @MoCoExec. 30 in-person + 90 online asked @MCPS &amp; MoCo to develop a plan to support students in this epidemic. @IdentityYouthMD @naacp_pcmd @BandBCoalition  https://t.co/hIMDXV5yHI";0;2;12
2022-11-11 06:08:33 SE Asia Standard Time;snakesnart1;Rain (art account);@soapghoul I honestly live with my parents for the sake of my mental health as well and I'm lucky to have a mom who honestly never wants me to leave lol, I love helping her out with money and the house chores, especially with our animals;1;0;1
2022-11-11 06:08:32 SE Asia Standard Time;oneshotmocha;bioLOGICAL KPSS XX;"@JordanKurt6 @HexManiacZach And yet the (lying?) World Health Organisation thought it justifiable to remove trans issues as being a mental health disorder which has led to a ""liberating effect on transgender people worldwide"". 2019. ?? #nothankyou  https://t.co/6RGzSIdQsJ";0;3;17
2022-11-11 06:08:30 SE Asia Standard Time;johnwest_jaws;John West ????????;"@JMPSimor I am not sure.  Twitter has become almost a battlefield &amp; an area for campaigning. For sure, it is not good for mental health.  But it is effective in other ways.  Mastodon has much going for it, but I am unsure we will be as effective there.";3;1;13
2022-11-11 06:08:28 SE Asia Standard Time;__digga__;Silly D. Williams;had to take a mental health day …;0;0;0
2022-11-11 06:08:17 SE Asia Standard Time;scmpnews;South China Morning Post;Hong Kong CEO sets up foundation for children with mental health issues  https://t.co/25Q9MPIEPU;0;1;3
2022-11-11 06:08:01 SE Asia Standard Time;zcupples;Zac Cupples;Taking care of your mental health is more important than hip internal rotation;1;1;18
2022-11-11 06:08:00 SE Asia Standard Time;ambuhhbabby;amber ??;isn’t it crazy how living at home with your parents is free but instead you pay with your mental health;0;0;2
2022-11-11 06:07:54 SE Asia Standard Time;woollardfiona;Fiona Woollard;@22Q11_Ireland @Michael_TCAID Somebody who needs a mental health assessment I think if you are still doing this 22q shit after 30 yeasts tired of it really!  Lots of money inn these charities for some people.;0;0;0
2022-11-11 06:07:50 SE Asia Standard Time;foylealy;Aly Foyle;"On our way home after seeing the brilliant @amateuradam in Brighton. He made me laugh, cry and feel angry about how little is done in NHS to reduce stigma &amp; support staff mental health. #compassionfatigue #MentalHealthMatters";0;0;1
2022-11-11 06:07:48 SE Asia Standard Time;gggonemad;Good Girl Gone Mad ?????;@vacayajo I was kind of bracketing serious mental health issues along with fear of death/ a terminally ill child so maybe other pellets were too?;0;0;1
2022-11-11 06:07:48 SE Asia Standard Time;lahealthequity;LA Health Equity;LCHE President Alma Stewart Allen quoted in article: Lawmakers look to bring bills to tackle ‘student mental health crisis’  https://t.co/ZXJSHqnk7v;0;0;0
2022-11-11 06:07:43 SE Asia Standard Time;essayhelpcorner;YourEssay-Corner;clinical assessment mental health centers  https://t.co/TpTCwJ2eX0;0;0;0
2022-11-11 06:07:39 SE Asia Standard Time;khart88177304;K Hart;@RepSwalwell The proof is in the pudding.  Our k-12 education system, with all its experts and resources, is not serving our children well (low test score,   mental health decline…);0;0;0
2022-11-11 06:07:33 SE Asia Standard Time;microdosehq;Microdose Psychedelic Insights;Researchers and investors are looking to unlock the power of mushrooms.  - From @Newsweek  #psychedelic #medicine #shroomstocks #research #science #clinical #doctors #HealthWorkers #MentalHealth  https://t.co/gWfrK98zX0;2;1;10
2022-11-11 06:07:32 SE Asia Standard Time;petersukowski;Peter Sukowski ????????????????????;@nathaliejacoby1 I'm not entirely sure, due to his age and mental health.;0;0;0
2022-11-11 06:07:30 SE Asia Standard Time;che0lzhu11;• ???!! ??;i’m going back to school next week instead of leaving bc they’re letting me take only 2 subjects now and one of my classes i don’t have to be in every period if i don’t wanna but i’m scared for if it doesn’t improve my mental health cuz i don’t have a backup plan lol??  https://t.co/oaQ0AeTad2;0;0;1
2022-11-11 06:07:16 SE Asia Standard Time;rgoodalemedia;Rick Goodale;An amazing team and one of the few crisis negotiation teams in our area that partner with mental health professionals on callouts.;0;0;0
2022-11-11 06:07:15 SE Asia Standard Time;btwizzy0;B_Twizzy;B-Twizzy comin' at ya with another all new stream! With a personality that's large and in charge, come chat with the Twizt you can't rezizt and see what all the buzz is about! #LIVE #Twitch #mentalhealth #gamergirl   https://t.co/jNiKueolaY;0;0;1
2022-11-11 06:07:14 SE Asia Standard Time;messycupid_;HAFSA?? ||MOIZ????||;@devil_hon_8 @wtfvro_ @Weirdo_Lisha @_Dexther @AbdullahMemon90 @kiranwhysomean @samrology_ @_Hania27 @youlosit @Ali_Malicx @SunoRimshii @Queen_of__March @Tmhara_Bhai @AapkiSanu @darkandbitter @hayahunyar @Nawab__Zadiii @CIA @elonmusk @OfficialDGISPR @FBI @BillGates @AlbertEinstein @mentalhealth @AnimalPlanet @iSidhuMooseWala @sidharth_shukla @ChunkyThePanday @DUALIPA apki crush;1;0;1
2022-11-11 06:07:11 SE Asia Standard Time;gamessflux;Fluxy;But...she still had no right to destroy him like that at the wedding and at the reunion. Could tell he was broken.   Anyway I never get like this about a bloody show ?? but tbf this relates to men's mental health in a way. Big up Cole;0;0;1
2022-11-11 06:06:57 SE Asia Standard Time;ksjxktj;jinnie;@kipasanxyz @hanmula Denial, cari pembenaran dan berlindung dg alasan mental health;0;0;6
2022-11-11 06:06:56 SE Asia Standard Time;4bb_vip;CactusRd-Oruha??????????;I feel like having a breakdown whenever VIPs and BJs fight?? heaven forbid stop?? and no one touches on mental health please. None of us have a leg to stand on there?? and Bom has been through so much too. She's trying to recover from what happened to her. Lets not do this??;3;10;45
2022-11-11 06:06:50 SE Asia Standard Time;jarbuthnot1966;james arbuthnot;@wesstreeting Does that include patients with mental health issues, for instance senility? Or do you just treat that condition as a joke?;0;0;0
2022-11-11 06:06:47 SE Asia Standard Time;robertawils1975;Robert;@deMOSThenes0000 @FeyiMs_K9 @itscourrrrrt Just playing devil’s advocate because that man seemed disheveled  and broken. Worried about his mental health ??;1;0;1
2022-11-11 06:06:39 SE Asia Standard Time;alabuzz;ALA;Registration is now open for #ALA's winter 2023 Mental Health First Aid Certification! Learn how to identify, understand and respond to signs of #mentalillness and substance use disorders. Space is limited! Secure your spot today:  https://t.co/llUtyWIAed #ALABuzz  https://t.co/TZDErGRcAI;0;1;0
2022-11-11 06:06:36 SE Asia Standard Time;arikfetscher;Arik Fetscher;@SGchartupdate An Orb and based on putting pieces back together with the mortar of gold (the sun/light/untarnishable) I only remember Abi stepping down for the island museum shrine and ode to a future without wars and crimes against humanity, Japanese design. Mental health rebuilding people;0;0;0
2022-11-11 06:06:33 SE Asia Standard Time;getthatrightgtr;Get That Right;7 Things You Can Do Every Day to Achieve Optimum Mental #Health  https://t.co/SM53r8KFY3;0;0;0
2022-11-11 06:06:31 SE Asia Standard Time;michaeljcoffey;Michael J. Coffey;"""Compared to no [Covid] reinfection, reinfection contributed additional risks of death...hospitalization...and...pulmonary, cardiovascular, hematological, diabetes, gastrointestinal, kidney, mental health, musculoskeletal and neurological disorders.""";0;0;1
2022-11-11 06:06:24 SE Asia Standard Time;devil_hon_8;Nouman Baloch????;@messycupid_ @wtfvro_ @Weirdo_Lisha @_Dexther @AbdullahMemon90 @kiranwhysomean @samrology_ @_Hania27 @youlosit @Ali_Malicx @SunoRimshii @Queen_of__March @Tmhara_Bhai @AapkiSanu @darkandbitter @hayahunyar @Nawab__Zadiii @CIA @elonmusk @OfficialDGISPR @FBI @BillGates @AlbertEinstein @mentalhealth @AnimalPlanet @iSidhuMooseWala @sidharth_shukla @ChunkyThePanday ap ka crush;1;0;1
2022-11-11 06:06:21 SE Asia Standard Time;420growlife;420GrowLife;#420friendly #weedlover #cannabis LSD Finds New Life in Mental Health Circles #high #smoke via  https://t.co/tsjXtDyk6U;0;0;1
2022-11-11 06:06:17 SE Asia Standard Time;iowacapdispatch;Iowa Capital Dispatch;In one case, the Iowa Board of Behavioral Science has permanently barred a Decorah woman from working as a mental health counselor, accusing her of unethical conduct and other violations.  https://t.co/5VBn5u73Zd via @IowaCapDispatch;0;2;1
2022-11-11 06:06:09 SE Asia Standard Time;uw_itech;UW I-TECH;Register for the Integrating Mental Health into HIV Prevention, Care, and Treatment Programs webinar happening on #WorldAIDSDay2022!   Speakers include experts from @UWPsychiatry, @Zimttech_zw, @caribsupport, @UnitedGMH, @UW_ITECH, and @uwbirch. @PCollins_gmh will be moderating.;0;6;6
2022-11-11 06:06:09 SE Asia Standard Time;wolfsbruder;Elric Wolfsbruder ???;"or just ""Get over yourself and stop the pity party already"",  and it's all I can do to not scream, ""SHUT THE FUCK UP!! YOU DONT FUCKING GET IT!! YOU REALLY DONT!!"" and other vulgarities.  Abuse and mental health issues are linked.  And a lot of you really just don't get it. /2";1;0;1
2022-11-11 06:06:09 SE Asia Standard Time;wolfsbruder;Elric Wolfsbruder ???;"??TW: abuse, sexual abuse, rape  We talk about mental health and abuse, and to be quite blunt, many of you say, ""oh, I completely understand.""  No, you do not understand because, in the same sentence, you say, ""But it's something you can get over, so just get over it"",  /1";1;0;3
2022-11-11 06:06:04 SE Asia Standard Time;kallmepurple;KallMePurple??;Canceling todays stream for a mental health break! Remember to not overdo yourself too, love y’all ??;0;0;11
2022-11-11 06:06:04 SE Asia Standard Time;boxingscene;BoxingScene.com;Callum Johnson Decides To End His Career, Will Focus on Mental Health Struggles  https://t.co/x7XlswwLNP  https://t.co/4O7DHVVr4p;2;1;27
2022-11-11 06:06:04 SE Asia Standard Time;brennonchapman;Brennon Chapman;@ChadClardy3 @NealMcCready I’ve lost 2 uncles to substance abuse/mental health issues. It’s the biggest threat of my generation.;1;0;0
2022-11-11 06:06:00 SE Asia Standard Time;brianna75387251;?????????????? ?;random thought: mental health is real and suicide i feel like it needs to be taken serious, i wanna make a change in the world be a light for others.. if you need help reach out to me but also most of all enjoy nature, shop out in stores, seek god most of all he will change you!;0;0;0
2022-11-11 06:05:56 SE Asia Standard Time;rebeccamurphyox;Rebecca murphy;"Really informative, well written &amp; well thought out study of relevance to anyone interested in mental health apps. Many of the points will apply to adult apps as well. Asks &amp; answers important questions about improving apps’ adoption in to the real world.";0;1;8
2022-11-11 06:05:56 SE Asia Standard Time;drchrishilton;Christopher Hilton ??;Excited to be planning a @PositivePracti1 shared learning event hosted jointly by @westlondonnhs @CNWLNHS with @BestForYouNHS colleagues in London on Children’s #mentalhealth early in the new year… more info soon! @OdlinVanessa  https://t.co/bD6CGf9U9g;1;3;7
2022-11-11 06:05:55 SE Asia Standard Time;rootscounselor;Shannon Myers, MS, CRC, CIMHP;"Sigh. Okay, once again Integrative MEDICINE for mental health includes both holistic/alternative modalities AND medication. You can meditate AND medicate.  I full in gaps where both the traditional medical model AND the alternative medicine modalities drop off &amp; clients get stuck";0;0;0
2022-11-11 06:05:54 SE Asia Standard Time;annanhills;Anna Hills;"I have had the most amazing day with colleagues from the incredible C&amp;P staff mental health service including @muzafferkaser; our inspirational Director of Research @DrBenUnderwood1; &amp; @EFernandezEgea ???? we are so lucky to have so many great colleagues innovating &amp; creating  https://t.co/rBWZx6WJpF";3;2;13
2022-11-11 06:05:48 SE Asia Standard Time;neicester;Dan McNeice(ster);@Shagthy You’ll get back into the swing of things, take your time with it, got to be gentle with your mental health.;0;0;0
2022-11-11 06:05:47 SE Asia Standard Time;the__hbm;The Human Beauty Movement;Be the love you wish to see in the world ????  #mindfulness #bekind #besupportive #bethelove #meditation #mentalhealth #meditate #wellbeing #selfcare #kindness #innerpeace  https://t.co/sq76LG5qxV;0;2;3
2022-11-11 06:05:44 SE Asia Standard Time;darylhbm;Daryl;Can only do my best but last few months are trying my mental health to max;2;0;4
2022-11-11 06:05:41 SE Asia Standard Time;mirwinthrop;Mir Winthrop;@TheCovidKid3 @barrowc730 @FoxNews Im glad the ACA can get you the mental health you need so badly.;1;0;0
2022-11-11 06:05:37 SE Asia Standard Time;fakedarinerstad;Angels HOF Erstad;@Jaymai18 @Jarren2Williams Totally. Love when athletes talk shit to fans for working a 9-5 calling them Bums!!! Don’t worry not his fault, he can blame mental health!!!! Athletes are so special for that very reason!;0;0;0
2022-11-11 06:05:36 SE Asia Standard Time;ankitaraoe36;Ankita Rao;Attacking a woman's sexuality and her mental health by conspiring against her is the worst thing you can do. Lord I hope you get your karma back.;0;0;1
2022-11-11 06:05:24 SE Asia Standard Time;chrismikefred1;Christopher Michael Fredrickson;"Mary Trump said the Donald is obscenely shitting all over himself due to 2 devastating factors.  1. A lifelong addicted to Adderall 2. He has so many major mental illnesses that not even 37 Psychiatrists &amp; Mental Health Experts could get their heads around.  Lol MAGA:)";2;2;16
2022-11-11 06:05:23 SE Asia Standard Time;carbongoddesss;Divine Feminine????????????????????;If you have kids please check on their mental health daily keep the conversations open you never know what mental battles they are going through that gets overlooked and ignored. We don’t wanna raise the next generation to be full of depression, anxiety, low self esteem etc ????;0;0;0
2022-11-11 06:05:20 SE Asia Standard Time;personalfitnes3;PersonalFitness3???????;#BulkSupplements ??? Ashwagandha root powder is a powdered extract from the root of the #Ashwagandha plant, Withania somnifera. This herbal extract may have anti-inflammatory properties and promote good mental health.  https://t.co/zVMsCz0KGD LIKE ?? SHARE ?? COMMENT  https://t.co/wkmZq7zvr2;0;0;0
2022-11-11 06:05:20 SE Asia Standard Time;reenamacareena;* ????Tatiana ??.;paano kung tutuloy ako sa BS Psychology? edi hindi ako pwedeng mag-diagnose? charot. hays kase ba naman, magkakaroon ng malapit na mental health facility samin. naiimagine ko tuloy ako na nagtratrabaho ako. i mean i can see myself as a psychiatrist. hala delikado na to.;1;0;0
2022-11-11 06:05:16 SE Asia Standard Time;chichybabi;Chi ?;@EstherE00354192 Mental health is at stake at this point ?? no one cares about 1st class;0;0;0
2022-11-11 06:05:15 SE Asia Standard Time;theikonickay;IG: theikonickay;Also, I’m planning a holiday party in LA, my podcast feature with @saddie_baddies launched (go listen!!), I found a Spanish tutor, got my nails done for $40, got a massage, took daily walks, and was able to take mental health days from work to rest.  https://t.co/MTl46tdTif;3;0;17
2022-11-11 06:05:14 SE Asia Standard Time;holliesuraci;Hollie Suraci;Taking vacations is critical for your short and long term mental health. Here's how to make sure you're getting enough time off.  https://t.co/7EOx61lq89  https://t.co/MhGEO3l4bf;0;0;0
2022-11-11 06:05:06 SE Asia Standard Time;nysut;NYSUT;We’re celebrating National School Psychology Week (#NSPW)!   Mental health support in our schools is crucial to students’ success. Our Safe Schools for All report highlighted the need for support staff like psychologists.    Learn more:  https://t.co/7nk9fzGX4z   #NASPAdvocates  https://t.co/WrrsYZUVmn;1;4;9
2022-11-11 06:05:01 SE Asia Standard Time;messycupid_;HAFSA?? ||MOIZ????||;@devil_hon_8 @wtfvro_ @Weirdo_Lisha @_Dexther @AbdullahMemon90 @kiranwhysomean @samrology_ @_Hania27 @youlosit @Ali_Malicx @SunoRimshii @Queen_of__March @Tmhara_Bhai @AapkiSanu @darkandbitter @hayahunyar @Nawab__Zadiii @CIA @elonmusk @OfficialDGISPR @FBI @BillGates @AlbertEinstein @mentalhealth @AnimalPlanet @iSidhuMooseWala @sidharth_shukla ap hi lty jaty isko;1;0;1
2022-11-11 06:05:01 SE Asia Standard Time;beckypringle;Becky Pringle;In the midst of the election hubbub, I still want to acknowledge #SchoolPsychWeek. School psychologists play an invaluable role in keeping our students healthy, happy, and learning. Let's hire and retain more mental health professionals in our schools everywhere!;1;11;55
2022-11-11 06:05:00 SE Asia Standard Time;australiapm;Prime Minister of Australia News;Medibank data theft: hackers release records they claim are related to mental health and alcohol issues  https://t.co/EBYOeHl5nv #auspol #australiapm;0;0;0
2022-11-11 06:04:53 SE Asia Standard Time;ace_of_tunes;Ace of Tunes ????;@ElizabethREnns I have used it before and wanted to double check what I had read before. According to Mayo Clinic it is a mental health condition. And typically flaws are perceived but not real   https://t.co/0C8yfjkKsX;0;0;0
2022-11-11 06:04:45 SE Asia Standard Time;m_julianne_s;ms.;guys we need to study mental health more;0;0;3
2022-11-11 06:04:39 SE Asia Standard Time;drakiraolsen;Dr. Akira Olsen;Published Why Men Benefit from Psychotherapy  https://t.co/5vT2Kyjs1z  CBT is helpful for men. #mentalhealth #menshealth #stressreduction #psychotherapy #mentalhealthawareness;0;1;3
2022-11-11 06:04:38 SE Asia Standard Time;pottjunge0;Potti;Bisher keine Körperhygiene und nichts gegessen. 2 Mal das Bett verlassen müssen zur Toilette. So schwarz sind Depressionen! #mentalillness #mentalhealth #MentalHealthMatters;4;1;38
2022-11-11 06:04:33 SE Asia Standard Time;thejasonkantor;Jason Kantor;@zeldapoem Oh yeah, mental health is immensely overlooked. A healthy lifestyle definitely helps to improve mental health;0;0;1
2022-11-11 06:04:31 SE Asia Standard Time;devil_hon_8;Nouman Baloch????;@messycupid_ @wtfvro_ @Weirdo_Lisha @_Dexther @AbdullahMemon90 @kiranwhysomean @samrology_ @_Hania27 @youlosit @Ali_Malicx @SunoRimshii @Queen_of__March @Tmhara_Bhai @AapkiSanu @darkandbitter @hayahunyar @Nawab__Zadiii @CIA @elonmusk @OfficialDGISPR @FBI @BillGates @AlbertEinstein @mentalhealth @AnimalPlanet @iSidhuMooseWala es ko bhi ley jao apny sath ??;1;0;1
2022-11-11 06:04:26 SE Asia Standard Time;_chou_khairi_;Mr Durkio;U can’t find a hot girl with no mental health issues;0;0;0
2022-11-11 06:04:24 SE Asia Standard Time;5lip5tr3am;dudely doo right;MENS MENTAL HEALTH MATTERS #MensHealthMonth #mensmentalhealth;0;0;0
2022-11-11 06:04:22 SE Asia Standard Time;yuudachl;????;She also says that my grandma’s fungal infection is because of the ??, and that my aunt’s degenerating mental health, which was already terrible in the past, is because of the ??;0;0;3
2022-11-11 06:04:19 SE Asia Standard Time;bestchildpsych;Stepping Forward Counseling Center;Allowing yourself not to feel ok involves accepting all feelings, thoughts, or sensations, and sitting with them until they pass  #childtherapy #childcounseling #teentherapy #teencounseling #mentalhealth #IOP #ABA #CBT #DBT #ADHD #ODD #OCD #parenting #copingskills #mindfulness  https://t.co/P5Nm4bKyen;0;0;1
2022-11-11 06:04:15 SE Asia Standard Time;neuroscienceut;Bill J;The weather has been so healing for my mental health and wellness. I hope it has been the same for you wherever you are. Seeing pics from my students in outdoor settings and vacation settings has been great to see.;0;0;1
2022-11-11 06:04:13 SE Asia Standard Time;dachshundwizard;DachshundWizard;Come join this amazing Twitter Spaces about Mental Health and some giveaways! ??  https://t.co/eBRUtzhN6y;1;4;24
2022-11-11 06:04:12 SE Asia Standard Time;abbergabber;Hugh Jazz (Gabby);"@LeelouWitchyPoo Peetz like Becky has earned every penny. I hope he gets away &amp; works on his mental health. I don't agree with most of what he says &amp; does, but he has worked for all she has given him";0;0;0
2022-11-11 06:04:07 SE Asia Standard Time;lowemaestro;LoweMaestro;@MindCharity Wipe Countdown - Fact #7  Bipolar increases an individual’s risk of suicide by up to 20 times. It's estimated that at least 800 people with bipolar take their lives every year  #mentalhealth #mentalhealthmatters #awareness #streamformind #rust #bipolar;1;0;1
2022-11-11 06:04:06 SE Asia Standard Time;tahjis_mom;Tahji's Mom Says Believe in Yourself;WITAF is wrong with these #QAnonCult and #TrumptyDumpty fans? I had to take down a mental health resource page on Facebook bc they sent me detailed messages on how they would kill and dismember me bc I wouldn't allow them to argue politics and Jesus on my page. They're fn nuts;1;1;0
2022-11-11 06:04:05 SE Asia Standard Time;bscene_forums;BoxingScene Forums;Comments Thread For: Callum Johnson Decides To End His Career, Will Focus on Mental Health Struggles  https://t.co/OX6jfPz9SY;0;0;0
2022-11-11 06:04:04 SE Asia Standard Time;michelej_hill;Michele hill;2/2 Time for collective leadership across the YMH sector to for reform to support the full range of mental health concerns for young people (and students) from preventative measures right up to lifelong conditions. Exciting steps taken today @IrishPsychiatry #psychconf;0;0;1
2022-11-11 06:04:03 SE Asia Standard Time;papeldios;Origami Deity ??;My tweets might have slowed down, but the rampant deterioration of my mental health hasn’t.   The grind don’t stop baby!! ??????;0;0;1
2022-11-11 06:03:59 SE Asia Standard Time;slideonbarbie;the baddest alive ???;@cam1corn @wildmegmani It is miserable. Ganging up unprovoked to body and age shame her is definitely miserable. Y’all attack women on the internet for a few laughs and to make yourselves feel better completely disregarding their mental health like get a life.;1;0;2
2022-11-11 06:03:58 SE Asia Standard Time;sofarrightt;tyler;@Johnny_boy27 @0liviajulianna Wow that’s crazy and Beto spent close to 100 million on this campaign some of that money could’ve went to “mental health” smh a power trip is what he was on. Was trying to hide it with all the fake smiles and fake empathy “for the victims” like he actually cared;0;0;1
2022-11-11 06:03:52 SE Asia Standard Time;mimiatthecreek;Sharon;@MrAndyNgo @USAO_OR The mental health crisis in this country is out of control;0;0;4
2022-11-11 06:03:52 SE Asia Standard Time;buddabearsnft;Budda Bears ?? ?? ??; https://t.co/pb3KHy8eKi   Join us!   Build those Strange Connections! @S_C_NFT ??;1;8;29
2022-11-11 06:03:49 SE Asia Standard Time;kristinakalish5;Kristina Kalish;@amyallantdf @llsanchez69 Yes it is and when u begin to speak of ur gifts they look at u like ur certified crazy  I say wtf and lord knows I talk his ear off everyday and angels and guides for inner strength wisdom help with the challenges of mental health it’s such a taboo to say cuz we’re Sayn who we R;0;0;1
2022-11-11 06:03:49 SE Asia Standard Time;parletalk;jpgpapi.eth ??;This is so needed especially in this space and I will also be giving away a @TheTwoBoysx nft during the spaces so join for sure ?????????  https://t.co/GPJN0av8yW;1;3;8
2022-11-11 06:03:48 SE Asia Standard Time;hiveinspiration;The Inspiration Hive;The Danger of Over-Spiritualizing Mental Health  https://t.co/srb4XrP5T5;0;0;0
2022-11-11 06:03:46 SE Asia Standard Time;baetoven;baetoven;Most people lack the level of awareness required to know their own flaws and weaknesses. They lack the ability to know they are being irrational and thinking through prejudice.  Mental health requires awareness.   Mandatory mental health courses in schools would help.;1;0;0
2022-11-11 06:03:41 SE Asia Standard Time;jackcorso42;Jack Corso;@Danjsalt declining mental health overall is a measure of how over exposed most ppl are to digital media. its been a rising pattern over the last few decades in conjunction with rising social media user numbers.   anyone with a FB or VK account is absolutely miserable, as an example.;0;0;0
2022-11-11 06:03:40 SE Asia Standard Time;messycupid_;HAFSA?? ||MOIZ????||;@devil_hon_8 @wtfvro_ @Weirdo_Lisha @_Dexther @AbdullahMemon90 @kiranwhysomean @samrology_ @_Hania27 @youlosit @Ali_Malicx @SunoRimshii @Queen_of__March @Tmhara_Bhai @AapkiSanu @darkandbitter @hayahunyar @Nawab__Zadiii @CIA @elonmusk @OfficialDGISPR @FBI @BillGates @AlbertEinstein @mentalhealth @AnimalPlanet isko ly jao;1;0;1
2022-11-11 06:03:37 SE Asia Standard Time;nyiturr;Nyitur Riak;Come TALK TO ME ABOUT EVERYTHING. LIFE, LOVE, DEATH, SEX, MARRIAGE, DIVORCE, RELATIONSHIP, MENTAL HEALTH AND SCIENCE TALKING SPACE AND GLOBAL WARMING. WHATEVERS ON YOUR MIND. I LOOK FORWARD TO FINDING OUT WETHER GREAT MINDS THINK ALIKE. I'M NYI-TUR AKA 2EY843  https://t.co/vDL223l74r;0;0;0
2022-11-11 06:03:35 SE Asia Standard Time;k01336981;K01336981;@GergelyOrosz My working theory is that he's killing it for the sake of his own mental health- he obsessively searches his own name, interacts with trolls, he can't stop himself, so instead he will destroy the site;0;0;0
2022-11-11 06:03:31 SE Asia Standard Time;btex24;Brandon Teixeira;Sitting behind these cameras and hearing all of the amazing stories being shared really feels like therapy!! I love my show and if you aren’t tapped in tap in. MHD FAM Forever????  #mentalhealth #youmatter #MHDTV  https://t.co/OdJD3AJwLE;0;2;4
2022-11-11 06:03:30 SE Asia Standard Time;imreprisal;Jmoney;Praying for all men that are struggling with mental health, you are not alone. God bless.;0;0;9
2022-11-11 06:03:30 SE Asia Standard Time;pithecookiemon;?? Molletes ??Commissions open;oh, saying exactly what I mean wasn´t good for my mental health ahaha.  gotta take a nap and go back to work when I fell a little better.;0;0;2
2022-11-11 06:03:24 SE Asia Standard Time;carlosgranizado;Carlos Granados;Se ha hecho limpieza de mejos en insta y la verdad, se siente mental health ?????;0;0;1
2022-11-11 06:03:23 SE Asia Standard Time;yo__zebra;Yo Zebra;@brixfan01 Bro, as a huge introvert myself with diagnosed severe social anxiety, my best advice is put yourself in uncomfortable situations, that’s how you’ll grow the most. Mental health is important ??;2;0;1
2022-11-11 06:03:22 SE Asia Standard Time;sandrar70123200;Sandra Rivera;"@BerdaPerfect ""Apparently we need to start considering a standard mental health assessment for any political candidates.""";0;1;1
2022-11-11 06:03:13 SE Asia Standard Time;sky_chiasson;sky ?;@_hburgess1 the positive effect that moving out had on my mental health makes it worth it in the end, and my relationship with my mom has never been better;1;0;1
2022-11-11 06:03:12 SE Asia Standard Time;alignotherapy;Align Online Therapy;Learn more about our AMFT, Molly Binenfeld View bios for Molly and all our therapists at:  https://t.co/80kdhXPU4T  #counseling #therapy #therapist #goals #therapists #career #motivation #psychology #teamwork #wellness #mentalhealth #selfcare #mindfulness #growth  https://t.co/5dV8ZXa2XX;0;0;1
2022-11-11 06:03:10 SE Asia Standard Time;kellyha56166748;Kelly ??;@piersmorgan The depression part of your interview with him was frustrating. Conventional medicine did nothing for my depression, it only made it worse. I found a shaman and I am now a changed person. Ayahuasca and psilocybin are miracle medicines for mental health;0;0;0
2022-11-11 06:03:04 SE Asia Standard Time;jamaljennings_;Jamal Jennings ??;Your mental health should always be first and foremost, always take care of yourself.;0;0;2
2022-11-11 06:03:03 SE Asia Standard Time;2prest;PREST;losing games like this is bad for my mental health  https://t.co/YkgKq6eYqZ;4;0;14
2022-11-11 06:03:03 SE Asia Standard Time;reddysalina;Salina Reddy;#StandWiththe6 #justiceforShireen  #AhmadManasra  #FreeKhalil  #Palestinian   #boycottisrael  #ApartheidIsrael #IsraeliCrimes #Zionism #children  #women  #Mentalhealth  #livelihood  #journalists  #Colonialism  #boycottpuma  #doublestandards  #shutelbitdown  #Qatar2022;0;0;0
2022-11-11 06:03:02 SE Asia Standard Time;anthonygiovonni;anthonygiovonni;Not exercising. Not seeing friends or family. Not getting the sleep you need. Spending all of your time indoors. Spending too much time on your phone. Eating a shit ton of food that lacks nutrients.  This is the formula for creating mental health issues.;0;0;1
2022-11-11 06:03:01 SE Asia Standard Time;goodpuppygo;Good Puppy Go;Follow Us and Learn more at  https://t.co/M95YN7GTEG #mentalhealth #nonprofit  https://t.co/7RFV2LFaKc;0;0;0
2022-11-11 06:02:54 SE Asia Standard Time;joellennotte;JoEllen Notte;For a long time I pretty much refused to drive in the rain and now it doesn’t bother me so much. I’m not sure whether that’s due to my mental health getting better or me buying a Subaru.;0;0;3
2022-11-11 06:02:52 SE Asia Standard Time;frnkietwt;frankie;@sarahsmotherman not to be annoyingly in ur replies: but don’t worry about it! anxiety is a bitch and twitter is a hellsite for it. excited for anything coming but ur mental health is always more important ??;0;0;3
2022-11-11 06:02:47 SE Asia Standard Time;mimilon61027740;MIMI LONG;Taking vacations is critical for your short and long term mental health. Here's how to make sure you're getting enough time off.  https://t.co/obGZnNgKMp  https://t.co/ndQKqy8QID;0;0;0
2022-11-11 06:02:46 SE Asia Standard Time;devil_hon_8;Nouman Baloch????;@messycupid_ @wtfvro_ @Weirdo_Lisha @_Dexther @AbdullahMemon90 @kiranwhysomean @samrology_ @_Hania27 @youlosit @Ali_Malicx @SunoRimshii @Queen_of__March @Tmhara_Bhai @AapkiSanu @darkandbitter @hayahunyar @Nawab__Zadiii @CIA @elonmusk @OfficialDGISPR @FBI @BillGates @AlbertEinstein @mentalhealth es ko ley jao;1;0;1
